,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
17799,Westchester County,NY,Cobb County,GA,95,4899,4899000,1516,2015,2016,inflow,Cobb County-Westchester County-NY-1516,"Westchester County, NY"
17800,St. Johns County,FL,Cobb County,GA,91,5738,5738000,1516,2015,2016,inflow,Cobb County-St. Johns County-FL-1516,"St. Johns County, FL"
17801,Volusia County,FL,Cobb County,GA,68,1216,1216000,1516,2015,2016,inflow,Cobb County-Volusia County-FL-1516,"Volusia County, FL"
17802,DuPage County,IL,Cobb County,GA,100,7516,7516000,1516,2015,2016,inflow,Cobb County-DuPage County-IL-1516,"DuPage County, IL"
17803,Hinds County,MS,Cobb County,GA,64,1436,1436000,1516,2015,2016,inflow,Cobb County-Hinds County-MS-1516,"Hinds County, MS"
17804,Virginia Beach city,VA,Cobb County,GA,92,2624,2624000,1516,2015,2016,inflow,Cobb County-Virginia Beach city-VA-1516,"Virginia Beach city, VA"
17805,Mobile County,AL,Cobb County,GA,66,1220,1220000,1516,2015,2016,inflow,Cobb County-Mobile County-AL-1516,"Mobile County, AL"
17806,Fairfield County,CT,Cobb County,GA,71,4389,4389000,1516,2015,2016,inflow,Cobb County-Fairfield County-CT-1516,"Fairfield County, CT"
17807,Whitfield County,GA,Cobb County,GA,68,1998,1998000,1516,2015,2016,inflow,Cobb County-Whitfield County-GA-1516,"Whitfield County, GA"
17808,Will County,IL,Cobb County,GA,88,2991,2991000,1516,2015,2016,inflow,Cobb County-Will County-IL-1516,"Will County, IL"
17809,Bergen County,NJ,Cobb County,GA,87,6175,6175000,1516,2015,2016,inflow,Cobb County-Bergen County-NJ-1516,"Bergen County, NJ"
17810,Arapahoe County,CO,Cobb County,GA,85,2328,2328000,1516,2015,2016,inflow,Cobb County-Arapahoe County-CO-1516,"Arapahoe County, CO"
17811,District of Columbia,DC,Cobb County,GA,59,2398,2398000,1516,2015,2016,inflow,Cobb County-District of Columbia-DC-1516,"District of Columbia, DC"
17812,Pasco County,FL,Cobb County,GA,76,3551,3551000,1516,2015,2016,inflow,Cobb County-Pasco County-FL-1516,"Pasco County, FL"
17813,Alameda County,CA,Cobb County,GA,55,1949,1949000,1516,2015,2016,inflow,Cobb County-Alameda County-CA-1516,"Alameda County, CA"
17814,Denver County,CO,Cobb County,GA,57,2175,2175000,1516,2015,2016,inflow,Cobb County-Denver County-CO-1516,"Denver County, CO"
17815,Jefferson Parish,LA,Cobb County,GA,69,1375,1375000,1516,2015,2016,inflow,Cobb County-Jefferson Parish-LA-1516,"Jefferson Parish, LA"
17816,Buncombe County,NC,Cobb County,GA,54,1752,1752000,1516,2015,2016,inflow,Cobb County-Buncombe County-NC-1516,"Buncombe County, NC"
17817,Cumberland County,NC,Cobb County,GA,74,1600,1600000,1516,2015,2016,inflow,Cobb County-Cumberland County-NC-1516,"Cumberland County, NC"
17818,New Castle County,DE,Cobb County,GA,78,2013,2013000,1516,2015,2016,inflow,Cobb County-New Castle County-DE-1516,"New Castle County, DE"
17819,Glynn County,GA,Cobb County,GA,55,1620,1620000,1516,2015,2016,inflow,Cobb County-Glynn County-GA-1516,"Glynn County, GA"
17820,Baltimore County,MD,Cobb County,GA,62,1405,1405000,1516,2015,2016,inflow,Cobb County-Baltimore County-MD-1516,"Baltimore County, MD"
17821,Middlesex County,NJ,Cobb County,GA,73,3947,3947000,1516,2015,2016,inflow,Cobb County-Middlesex County-NJ-1516,"Middlesex County, NJ"
17822,Montgomery County,PA,Cobb County,GA,69,2886,2886000,1516,2015,2016,inflow,Cobb County-Montgomery County-PA-1516,"Montgomery County, PA"
17823,Prince William County,VA,Cobb County,GA,64,1551,1551000,1516,2015,2016,inflow,Cobb County-Prince William County-VA-1516,"Prince William County, VA"
17824,Haralson County,GA,Cobb County,GA,71,2103,2103000,1516,2015,2016,inflow,Cobb County-Haralson County-GA-1516,"Haralson County, GA"
17825,Brevard County,FL,Cobb County,GA,57,1582,1582000,1516,2015,2016,inflow,Cobb County-Brevard County-FL-1516,"Brevard County, FL"
17826,Manatee County,FL,Cobb County,GA,52,1987,1987000,1516,2015,2016,inflow,Cobb County-Manatee County-FL-1516,"Manatee County, FL"
17827,Monroe County,NY,Cobb County,GA,60,1601,1601000,1516,2015,2016,inflow,Cobb County-Monroe County-NY-1516,"Monroe County, NY"
17828,Pima County,AZ,Cobb County,GA,54,2705,2705000,1516,2015,2016,inflow,Cobb County-Pima County-AZ-1516,"Pima County, AZ"
17829,Jefferson County,KY,Cobb County,GA,59,2115,2115000,1516,2015,2016,inflow,Cobb County-Jefferson County-KY-1516,"Jefferson County, KY"
17830,Spartanburg County,SC,Cobb County,GA,56,1069,1069000,1516,2015,2016,inflow,Cobb County-Spartanburg County-SC-1516,"Spartanburg County, SC"
17831,Polk County,FL,Cobb County,GA,57,814,814000,1516,2015,2016,inflow,Cobb County-Polk County-FL-1516,"Polk County, FL"
17832,El Paso County,CO,Cobb County,GA,67,2003,2003000,1516,2015,2016,inflow,Cobb County-El Paso County-CO-1516,"El Paso County, CO"
17833,Troup County,GA,Cobb County,GA,47,1010,1010000,1516,2015,2016,inflow,Cobb County-Troup County-GA-1516,"Troup County, GA"
17834,Denton County,TX,Cobb County,GA,75,3407,3407000,1516,2015,2016,inflow,Cobb County-Denton County-TX-1516,"Denton County, TX"
17835,Calhoun County,AL,Cobb County,GA,56,1061,1061000,1516,2015,2016,inflow,Cobb County-Calhoun County-AL-1516,"Calhoun County, AL"
17836,Contra Costa County,CA,Cobb County,GA,53,3553,3553000,1516,2015,2016,inflow,Cobb County-Contra Costa County-CA-1516,"Contra Costa County, CA"
17837,Jackson County,GA,Cobb County,GA,41,975,975000,1516,2015,2016,inflow,Cobb County-Jackson County-GA-1516,"Jackson County, GA"
17838,Harrison County,MS,Cobb County,GA,58,1119,1119000,1516,2015,2016,inflow,Cobb County-Harrison County-MS-1516,"Harrison County, MS"
17839,Erie County,NY,Cobb County,GA,54,1973,1973000,1516,2015,2016,inflow,Cobb County-Erie County-NY-1516,"Erie County, NY"
17840,Durham County,NC,Cobb County,GA,49,1840,1840000,1516,2015,2016,inflow,Cobb County-Durham County-NC-1516,"Durham County, NC"
17841,Beaufort County,SC,Cobb County,GA,63,3029,3029000,1516,2015,2016,inflow,Cobb County-Beaufort County-SC-1516,"Beaufort County, SC"
17842,Henrico County,VA,Cobb County,GA,55,3315,3315000,1516,2015,2016,inflow,Cobb County-Henrico County-VA-1516,"Henrico County, VA"
17843,New Haven County,CT,Cobb County,GA,66,2309,2309000,1516,2015,2016,inflow,Cobb County-New Haven County-CT-1516,"New Haven County, CT"
17844,Bay County,FL,Cobb County,GA,45,863,863000,1516,2015,2016,inflow,Cobb County-Bay County-FL-1516,"Bay County, FL"
17845,Escambia County,FL,Cobb County,GA,50,1054,1054000,1516,2015,2016,inflow,Cobb County-Escambia County-FL-1516,"Escambia County, FL"
17846,Fayette County,KY,Cobb County,GA,45,1810,1810000,1516,2015,2016,inflow,Cobb County-Fayette County-KY-1516,"Fayette County, KY"
17847,Baltimore city,MD,Cobb County,GA,55,1061,1061000,1516,2015,2016,inflow,Cobb County-Baltimore city-MD-1516,"Baltimore city, MD"
17848,Union County,NJ,Cobb County,GA,52,2593,2593000,1516,2015,2016,inflow,Cobb County-Union County-NJ-1516,"Union County, NJ"
17849,Fort Bend County,TX,Cobb County,GA,72,3475,3475000,1516,2015,2016,inflow,Cobb County-Fort Bend County-TX-1516,"Fort Bend County, TX"
17850,Rutherford County,TN,Cobb County,GA,45,1396,1396000,1516,2015,2016,inflow,Cobb County-Rutherford County-TN-1516,"Rutherford County, TN"
17851,Norfolk city,VA,Cobb County,GA,52,945,945000,1516,2015,2016,inflow,Cobb County-Norfolk city-VA-1516,"Norfolk city, VA"
17852,Riverside County,CA,Cobb County,GA,58,1340,1340000,1516,2015,2016,inflow,Cobb County-Riverside County-CA-1516,"Riverside County, CA"
17853,San Bernardino County,CA,Cobb County,GA,67,1942,1942000,1516,2015,2016,inflow,Cobb County-San Bernardino County-CA-1516,"San Bernardino County, CA"
17854,Alachua County,FL,Cobb County,GA,43,1736,1736000,1516,2015,2016,inflow,Cobb County-Alachua County-FL-1516,"Alachua County, FL"
17855,St. Lucie County,FL,Cobb County,GA,42,903,903000,1516,2015,2016,inflow,Cobb County-St. Lucie County-FL-1516,"St. Lucie County, FL"
17856,Gilmer County,GA,Cobb County,GA,35,1489,1489000,1516,2015,2016,inflow,Cobb County-Gilmer County-GA-1516,"Gilmer County, GA"
17857,Lake County,IL,Cobb County,GA,58,2914,2914000,1516,2015,2016,inflow,Cobb County-Lake County-IL-1516,"Lake County, IL"
17858,Loudoun County,VA,Cobb County,GA,52,3598,3598000,1516,2015,2016,inflow,Cobb County-Loudoun County-VA-1516,"Loudoun County, VA"
17859,Tuscaloosa County,AL,Cobb County,GA,43,696,696000,1516,2015,2016,inflow,Cobb County-Tuscaloosa County-AL-1516,"Tuscaloosa County, AL"
17860,Pulaski County,AR,Cobb County,GA,45,1460,1460000,1516,2015,2016,inflow,Cobb County-Pulaski County-AR-1516,"Pulaski County, AR"
17861,Sacramento County,CA,Cobb County,GA,37,1279,1279000,1516,2015,2016,inflow,Cobb County-Sacramento County-CA-1516,"Sacramento County, CA"
17862,Osceola County,FL,Cobb County,GA,44,1010,1010000,1516,2015,2016,inflow,Cobb County-Osceola County-FL-1516,"Osceola County, FL"
17863,Liberty County,GA,Cobb County,GA,30,565,565000,1516,2015,2016,inflow,Cobb County-Liberty County-GA-1516,"Liberty County, GA"
17864,Kent County,MI,Cobb County,GA,43,772,772000,1516,2015,2016,inflow,Cobb County-Kent County-MI-1516,"Kent County, MI"
17865,Hudson County,NJ,Cobb County,GA,49,1532,1532000,1516,2015,2016,inflow,Cobb County-Hudson County-NJ-1516,"Hudson County, NJ"
17866,New Hanover County,NC,Cobb County,GA,37,2044,2044000,1516,2015,2016,inflow,Cobb County-New Hanover County-NC-1516,"New Hanover County, NC"
17867,Onslow County,NC,Cobb County,GA,55,894,894000,1516,2015,2016,inflow,Cobb County-Onslow County-NC-1516,"Onslow County, NC"
17868,Okaloosa County,FL,Cobb County,GA,45,828,828000,1516,2015,2016,inflow,Cobb County-Okaloosa County-FL-1516,"Okaloosa County, FL"
17869,Spalding County,GA,Cobb County,GA,47,771,771000,1516,2015,2016,inflow,Cobb County-Spalding County-GA-1516,"Spalding County, GA"
17870,Morris County,NJ,Cobb County,GA,60,2897,2897000,1516,2015,2016,inflow,Cobb County-Morris County-NJ-1516,"Morris County, NJ"
17871,Forsyth County,NC,Cobb County,GA,38,635,635000,1516,2015,2016,inflow,Cobb County-Forsyth County-NC-1516,"Forsyth County, NC"
17872,Marion County,FL,Cobb County,GA,35,593,593000,1516,2015,2016,inflow,Cobb County-Marion County-FL-1516,"Marion County, FL"
17873,St. Louis city,MO,Cobb County,GA,40,1356,1356000,1516,2015,2016,inflow,Cobb County-St. Louis city-MO-1516,"St. Louis city, MO"
17874,Williamson County,TN,Cobb County,GA,43,2801,2801000,1516,2015,2016,inflow,Cobb County-Williamson County-TN-1516,"Williamson County, TN"
17875,Chesterfield County,VA,Cobb County,GA,48,1553,1553000,1516,2015,2016,inflow,Cobb County-Chesterfield County-VA-1516,"Chesterfield County, VA"
17876,Champaign County,IL,Cobb County,GA,39,802,802000,1516,2015,2016,inflow,Cobb County-Champaign County-IL-1516,"Champaign County, IL"
17877,Anne Arundel County,MD,Cobb County,GA,32,792,792000,1516,2015,2016,inflow,Cobb County-Anne Arundel County-MD-1516,"Anne Arundel County, MD"
17878,Norfolk County,MA,Cobb County,GA,49,3060,3060000,1516,2015,2016,inflow,Cobb County-Norfolk County-MA-1516,"Norfolk County, MA"
17879,Burlington County,NJ,Cobb County,GA,51,836,836000,1516,2015,2016,inflow,Cobb County-Burlington County-NJ-1516,"Burlington County, NJ"
17880,Pierce County,WA,Cobb County,GA,47,1108,1108000,1516,2015,2016,inflow,Cobb County-Pierce County-WA-1516,"Pierce County, WA"
18109,DeKalb County Total Migration-US and Foreign,GA,DeKalb County,GA,58656,1728524,1728524000,1516,2015,2016,inflow,DeKalb County total migration-1516,"DeKalb County Total Migration-US and Foreign, GA"
18115,Fulton County,GA,DeKalb County,GA,15284,581859,581859000,1516,2015,2016,inflow,DeKalb County-Fulton County-GA-1516,"Fulton County, GA"
18116,Gwinnett County,GA,DeKalb County,GA,8420,180734,180734000,1516,2015,2016,inflow,DeKalb County-Gwinnett County-GA-1516,"Gwinnett County, GA"
18117,Cobb County,GA,DeKalb County,GA,3199,115260,115260000,1516,2015,2016,inflow,DeKalb County-Cobb County-GA-1516,"Cobb County, GA"
18118,Clayton County,GA,DeKalb County,GA,2484,31376,31376000,1516,2015,2016,inflow,DeKalb County-Clayton County-GA-1516,"Clayton County, GA"
18119,Rockdale County,GA,DeKalb County,GA,1056,16042,16042000,1516,2015,2016,inflow,DeKalb County-Rockdale County-GA-1516,"Rockdale County, GA"
18120,Henry County,GA,DeKalb County,GA,860,19062,19062000,1516,2015,2016,inflow,DeKalb County-Henry County-GA-1516,"Henry County, GA"
18121,Travis County,TX,DeKalb County,GA,821,10261,10261000,1516,2015,2016,inflow,DeKalb County-Travis County-TX-1516,"Travis County, TX"
18122,Newton County,GA,DeKalb County,GA,654,10258,10258000,1516,2015,2016,inflow,DeKalb County-Newton County-GA-1516,"Newton County, GA"
18123,Cook County,IL,DeKalb County,GA,547,17137,17137000,1516,2015,2016,inflow,DeKalb County-Cook County-IL-1516,"Cook County, IL"
18124,Los Angeles County,CA,DeKalb County,GA,444,17330,17330000,1516,2015,2016,inflow,DeKalb County-Los Angeles County-CA-1516,"Los Angeles County, CA"
18125,Forsyth County,GA,DeKalb County,GA,364,16863,16863000,1516,2015,2016,inflow,DeKalb County-Forsyth County-GA-1516,"Forsyth County, GA"
18126,Kings County,NY,DeKalb County,GA,409,8697,8697000,1516,2015,2016,inflow,DeKalb County-Kings County-NY-1516,"Kings County, NY"
18127,Miami-Dade County,FL,DeKalb County,GA,379,6662,6662000,1516,2015,2016,inflow,DeKalb County-Miami-Dade County-FL-1516,"Miami-Dade County, FL"
18128,Clarke County,GA,DeKalb County,GA,289,8306,8306000,1516,2015,2016,inflow,DeKalb County-Clarke County-GA-1516,"Clarke County, GA"
18129,Douglas County,GA,DeKalb County,GA,374,6882,6882000,1516,2015,2016,inflow,DeKalb County-Douglas County-GA-1516,"Douglas County, GA"
18130,Broward County,FL,DeKalb County,GA,358,8139,8139000,1516,2015,2016,inflow,DeKalb County-Broward County-FL-1516,"Broward County, FL"
18131,Cherokee County,GA,DeKalb County,GA,263,9434,9434000,1516,2015,2016,inflow,DeKalb County-Cherokee County-GA-1516,"Cherokee County, GA"
18132,Chatham County,GA,DeKalb County,GA,286,5153,5153000,1516,2015,2016,inflow,DeKalb County-Chatham County-GA-1516,"Chatham County, GA"
18133,Mecklenburg County,NC,DeKalb County,GA,274,10224,10224000,1516,2015,2016,inflow,DeKalb County-Mecklenburg County-NC-1516,"Mecklenburg County, NC"
18134,Duval County,FL,DeKalb County,GA,268,6867,6867000,1516,2015,2016,inflow,DeKalb County-Duval County-FL-1516,"Duval County, FL"
18135,Hall County,GA,DeKalb County,GA,229,7604,7604000,1516,2015,2016,inflow,DeKalb County-Hall County-GA-1516,"Hall County, GA"
18136,Harris County,TX,DeKalb County,GA,267,8598,8598000,1516,2015,2016,inflow,DeKalb County-Harris County-TX-1516,"Harris County, TX"
18137,Fayette County,GA,DeKalb County,GA,239,7902,7902000,1516,2015,2016,inflow,DeKalb County-Fayette County-GA-1516,"Fayette County, GA"
18138,Orange County,FL,DeKalb County,GA,227,6744,6744000,1516,2015,2016,inflow,DeKalb County-Orange County-FL-1516,"Orange County, FL"
18139,Jefferson County,AL,DeKalb County,GA,248,8898,8898000,1516,2015,2016,inflow,DeKalb County-Jefferson County-AL-1516,"Jefferson County, AL"
18140,Hillsborough County,FL,DeKalb County,GA,229,6570,6570000,1516,2015,2016,inflow,DeKalb County-Hillsborough County-FL-1516,"Hillsborough County, FL"
18141,Queens County,NY,DeKalb County,GA,260,4791,4791000,1516,2015,2016,inflow,DeKalb County-Queens County-NY-1516,"Queens County, NY"
18142,Shelby County,TN,DeKalb County,GA,254,6743,6743000,1516,2015,2016,inflow,DeKalb County-Shelby County-TN-1516,"Shelby County, TN"
18143,New York County,NY,DeKalb County,GA,187,11948,11948000,1516,2015,2016,inflow,DeKalb County-New York County-NY-1516,"New York County, NY"
18144,Bibb County,GA,DeKalb County,GA,207,4691,4691000,1516,2015,2016,inflow,DeKalb County-Bibb County-GA-1516,"Bibb County, GA"
18145,Muscogee County,GA,DeKalb County,GA,212,4578,4578000,1516,2015,2016,inflow,DeKalb County-Muscogee County-GA-1516,"Muscogee County, GA"
18146,Davidson County,TN,DeKalb County,GA,192,6305,6305000,1516,2015,2016,inflow,DeKalb County-Davidson County-TN-1516,"Davidson County, TN"
18147,Wake County,NC,DeKalb County,GA,222,6445,6445000,1516,2015,2016,inflow,DeKalb County-Wake County-NC-1516,"Wake County, NC"
18148,Richmond County,GA,DeKalb County,GA,202,4187,4187000,1516,2015,2016,inflow,DeKalb County-Richmond County-GA-1516,"Richmond County, GA"
18149,Dallas County,TX,DeKalb County,GA,203,6973,6973000,1516,2015,2016,inflow,DeKalb County-Dallas County-TX-1516,"Dallas County, TX"
18150,Palm Beach County,FL,DeKalb County,GA,176,4228,4228000,1516,2015,2016,inflow,DeKalb County-Palm Beach County-FL-1516,"Palm Beach County, FL"
18151,Walton County,GA,DeKalb County,GA,174,4424,4424000,1516,2015,2016,inflow,DeKalb County-Walton County-GA-1516,"Walton County, GA"
18152,Bronx County,NY,DeKalb County,GA,199,3419,3419000,1516,2015,2016,inflow,DeKalb County-Bronx County-NY-1516,"Bronx County, NY"
18153,Coweta County,GA,DeKalb County,GA,161,5043,5043000,1516,2015,2016,inflow,DeKalb County-Coweta County-GA-1516,"Coweta County, GA"
18154,Cuyahoga County,OH,DeKalb County,GA,171,4546,4546000,1516,2015,2016,inflow,DeKalb County-Cuyahoga County-OH-1516,"Cuyahoga County, OH"
18155,Richland County,SC,DeKalb County,GA,164,3321,3321000,1516,2015,2016,inflow,DeKalb County-Richland County-SC-1516,"Richland County, SC"
18156,Philadelphia County,PA,DeKalb County,GA,158,4083,4083000,1516,2015,2016,inflow,DeKalb County-Philadelphia County-PA-1516,"Philadelphia County, PA"
18157,Prince George's County,MD,DeKalb County,GA,170,2757,2757000,1516,2015,2016,inflow,DeKalb County-Prince George's County-MD-1516,"Prince George's County, MD"
