,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
177,Cobb County-Middlesex County-NJ-1516,"Middlesex County, NJ",1516,2015,2016,73,3947000,45,1623000,28,2324000,Cobb County,Cobb County-Middlesex County-NJ
178,Cobb County-Haralson County-GA-1516,"Haralson County, GA",1516,2015,2016,71,2103000,65,467000,6,1636000,Cobb County,Cobb County-Haralson County-GA
179,Cobb County-Brevard County-FL-1516,"Brevard County, FL",1516,2015,2016,57,1582000,78,2549000,-21,-967000,Cobb County,Cobb County-Brevard County-FL
180,Cobb County-Manatee County-FL-1516,"Manatee County, FL",1516,2015,2016,52,1987000,79,4670000,-27,-2683000,Cobb County,Cobb County-Manatee County-FL
181,Cobb County-Jefferson County-KY-1516,"Jefferson County, KY",1516,2015,2016,59,2115000,46,1483000,13,632000,Cobb County,Cobb County-Jefferson County-KY
182,Cobb County-Polk County-FL-1516,"Polk County, FL",1516,2015,2016,57,814000,57,1636000,0,-822000,Cobb County,Cobb County-Polk County-FL
183,Cobb County-El Paso County-CO-1516,"El Paso County, CO",1516,2015,2016,67,2003000,88,2011000,-21,-8000,Cobb County,Cobb County-El Paso County-CO
184,Cobb County-Denton County-TX-1516,"Denton County, TX",1516,2015,2016,75,3407000,117,6433000,-42,-3026000,Cobb County,Cobb County-Denton County-TX
185,Cobb County-Contra Costa County-CA-1516,"Contra Costa County, CA",1516,2015,2016,53,3553000,51,2505000,2,1048000,Cobb County,Cobb County-Contra Costa County-CA
186,Cobb County-Durham County-NC-1516,"Durham County, NC",1516,2015,2016,49,1840000,57,2458000,-8,-618000,Cobb County,Cobb County-Durham County-NC
187,Cobb County-Beaufort County-SC-1516,"Beaufort County, SC",1516,2015,2016,63,3029000,71,5493000,-8,-2464000,Cobb County,Cobb County-Beaufort County-SC
188,Cobb County-Henrico County-VA-1516,"Henrico County, VA",1516,2015,2016,55,3315000,35,1378000,20,1937000,Cobb County,Cobb County-Henrico County-VA
189,Cobb County-Bay County-FL-1516,"Bay County, FL",1516,2015,2016,45,863000,79,3972000,-34,-3109000,Cobb County,Cobb County-Bay County-FL
190,Cobb County-Escambia County-FL-1516,"Escambia County, FL",1516,2015,2016,50,1054000,59,1623000,-9,-569000,Cobb County,Cobb County-Escambia County-FL
191,Cobb County-Fort Bend County-TX-1516,"Fort Bend County, TX",1516,2015,2016,72,3475000,62,1738000,10,1737000,Cobb County,Cobb County-Fort Bend County-TX
192,Cobb County-Rutherford County-TN-1516,"Rutherford County, TN",1516,2015,2016,45,1396000,45,1754000,0,-358000,Cobb County,Cobb County-Rutherford County-TN
193,Cobb County-Riverside County-CA-1516,"Riverside County, CA",1516,2015,2016,58,1340000,52,1577000,6,-237000,Cobb County,Cobb County-Riverside County-CA
194,Cobb County-San Bernardino County-CA-1516,"San Bernardino County, CA",1516,2015,2016,67,1942000,55,1305000,12,637000,Cobb County,Cobb County-San Bernardino County-CA
195,Cobb County-Alachua County-FL-1516,"Alachua County, FL",1516,2015,2016,43,1736000,39,627000,4,1109000,Cobb County,Cobb County-Alachua County-FL
196,Cobb County-St. Lucie County-FL-1516,"St. Lucie County, FL",1516,2015,2016,42,903000,51,1061000,-9,-158000,Cobb County,Cobb County-St. Lucie County-FL
197,Cobb County-Gilmer County-GA-1516,"Gilmer County, GA",1516,2015,2016,35,1489000,60,3344000,-25,-1855000,Cobb County,Cobb County-Gilmer County-GA
198,Cobb County-Sacramento County-CA-1516,"Sacramento County, CA",1516,2015,2016,37,1279000,51,852000,-14,427000,Cobb County,Cobb County-Sacramento County-CA
199,Cobb County-Osceola County-FL-1516,"Osceola County, FL",1516,2015,2016,44,1010000,42,964000,2,46000,Cobb County,Cobb County-Osceola County-FL
200,Cobb County-Liberty County-GA-1516,"Liberty County, GA",1516,2015,2016,30,565000,32,616000,-2,-51000,Cobb County,Cobb County-Liberty County-GA
201,Cobb County-Hudson County-NJ-1516,"Hudson County, NJ",1516,2015,2016,49,1532000,31,1507000,18,25000,Cobb County,Cobb County-Hudson County-NJ
202,Cobb County-Okaloosa County-FL-1516,"Okaloosa County, FL",1516,2015,2016,45,828000,52,1325000,-7,-497000,Cobb County,Cobb County-Okaloosa County-FL
203,Cobb County-Spalding County-GA-1516,"Spalding County, GA",1516,2015,2016,47,771000,50,1450000,-3,-679000,Cobb County,Cobb County-Spalding County-GA
204,Cobb County-Forsyth County-NC-1516,"Forsyth County, NC",1516,2015,2016,38,635000,42,761000,-4,-126000,Cobb County,Cobb County-Forsyth County-NC
205,Cobb County-Marion County-FL-1516,"Marion County, FL",1516,2015,2016,35,593000,32,1365000,3,-772000,Cobb County,Cobb County-Marion County-FL
206,Cobb County-Williamson County-TN-1516,"Williamson County, TN",1516,2015,2016,43,2801000,90,5620000,-47,-2819000,Cobb County,Cobb County-Williamson County-TN
207,Cobb County-Anne Arundel County-MD-1516,"Anne Arundel County, MD",1516,2015,2016,32,792000,41,1167000,-9,-375000,Cobb County,Cobb County-Anne Arundel County-MD
208,Cobb County-Pierce County-WA-1516,"Pierce County, WA",1516,2015,2016,47,1108000,45,802000,2,306000,Cobb County,Cobb County-Pierce County-WA
210,DeKalb County-Fulton County-GA-1516,"Fulton County, GA",1516,2015,2016,15284,581859000,14557,709442000,727,-127583000,DeKalb County,DeKalb County-Fulton County-GA
211,DeKalb County-Gwinnett County-GA-1516,"Gwinnett County, GA",1516,2015,2016,8420,180734000,12252,235603000,-3832,-54869000,DeKalb County,DeKalb County-Gwinnett County-GA
212,DeKalb County-Cobb County-GA-1516,"Cobb County, GA",1516,2015,2016,3199,115260000,3608,123557000,-409,-8297000,DeKalb County,DeKalb County-Cobb County-GA
213,DeKalb County-Clayton County-GA-1516,"Clayton County, GA",1516,2015,2016,2484,31376000,3241,37714000,-757,-6338000,DeKalb County,DeKalb County-Clayton County-GA
214,DeKalb County-Rockdale County-GA-1516,"Rockdale County, GA",1516,2015,2016,1056,16042000,1784,28590000,-728,-12548000,DeKalb County,DeKalb County-Rockdale County-GA
215,DeKalb County-Henry County-GA-1516,"Henry County, GA",1516,2015,2016,860,19062000,1532,28161000,-672,-9099000,DeKalb County,DeKalb County-Henry County-GA
216,DeKalb County-Travis County-TX-1516,"Travis County, TX",1516,2015,2016,821,10261000,259,6535000,562,3726000,DeKalb County,DeKalb County-Travis County-TX
217,DeKalb County-Newton County-GA-1516,"Newton County, GA",1516,2015,2016,654,10258000,1012,15702000,-358,-5444000,DeKalb County,DeKalb County-Newton County-GA
218,DeKalb County-Cook County-IL-1516,"Cook County, IL",1516,2015,2016,547,17137000,307,11754000,240,5383000,DeKalb County,DeKalb County-Cook County-IL
219,DeKalb County-Los Angeles County-CA-1516,"Los Angeles County, CA",1516,2015,2016,444,17330000,392,13967000,52,3363000,DeKalb County,DeKalb County-Los Angeles County-CA
220,DeKalb County-Forsyth County-GA-1516,"Forsyth County, GA",1516,2015,2016,364,16863000,984,43093000,-620,-26230000,DeKalb County,DeKalb County-Forsyth County-GA
221,DeKalb County-Kings County-NY-1516,"Kings County, NY",1516,2015,2016,409,8697000,195,7173000,214,1524000,DeKalb County,DeKalb County-Kings County-NY
222,DeKalb County-Miami-Dade County-FL-1516,"Miami-Dade County, FL",1516,2015,2016,379,6662000,190,6485000,189,177000,DeKalb County,DeKalb County-Miami-Dade County-FL
223,DeKalb County-Clarke County-GA-1516,"Clarke County, GA",1516,2015,2016,289,8306000,168,4092000,121,4214000,DeKalb County,DeKalb County-Clarke County-GA
224,DeKalb County-Douglas County-GA-1516,"Douglas County, GA",1516,2015,2016,374,6882000,443,8158000,-69,-1276000,DeKalb County,DeKalb County-Douglas County-GA
225,DeKalb County-Broward County-FL-1516,"Broward County, FL",1516,2015,2016,358,8139000,254,10106000,104,-1967000,DeKalb County,DeKalb County-Broward County-FL
226,DeKalb County-Cherokee County-GA-1516,"Cherokee County, GA",1516,2015,2016,263,9434000,407,14257000,-144,-4823000,DeKalb County,DeKalb County-Cherokee County-GA
227,DeKalb County-Chatham County-GA-1516,"Chatham County, GA",1516,2015,2016,286,5153000,209,8527000,77,-3374000,DeKalb County,DeKalb County-Chatham County-GA
228,DeKalb County-Mecklenburg County-NC-1516,"Mecklenburg County, NC",1516,2015,2016,274,10224000,315,12804000,-41,-2580000,DeKalb County,DeKalb County-Mecklenburg County-NC
229,DeKalb County-Duval County-FL-1516,"Duval County, FL",1516,2015,2016,268,6867000,260,9101000,8,-2234000,DeKalb County,DeKalb County-Duval County-FL
230,DeKalb County-Hall County-GA-1516,"Hall County, GA",1516,2015,2016,229,7604000,284,7914000,-55,-310000,DeKalb County,DeKalb County-Hall County-GA
231,DeKalb County-Harris County-TX-1516,"Harris County, TX",1516,2015,2016,267,8598000,262,8997000,5,-399000,DeKalb County,DeKalb County-Harris County-TX
232,DeKalb County-Fayette County-GA-1516,"Fayette County, GA",1516,2015,2016,239,7902000,224,7849000,15,53000,DeKalb County,DeKalb County-Fayette County-GA
233,DeKalb County-Orange County-FL-1516,"Orange County, FL",1516,2015,2016,227,6744000,240,6472000,-13,272000,DeKalb County,DeKalb County-Orange County-FL
234,DeKalb County-Jefferson County-AL-1516,"Jefferson County, AL",1516,2015,2016,248,8898000,154,5736000,94,3162000,DeKalb County,DeKalb County-Jefferson County-AL
235,DeKalb County-Hillsborough County-FL-1516,"Hillsborough County, FL",1516,2015,2016,229,6570000,218,8716000,11,-2146000,DeKalb County,DeKalb County-Hillsborough County-FL
236,DeKalb County-Queens County-NY-1516,"Queens County, NY",1516,2015,2016,260,4791000,104,2012000,156,2779000,DeKalb County,DeKalb County-Queens County-NY
237,DeKalb County-Shelby County-TN-1516,"Shelby County, TN",1516,2015,2016,254,6743000,117,2391000,137,4352000,DeKalb County,DeKalb County-Shelby County-TN
238,DeKalb County-New York County-NY-1516,"New York County, NY",1516,2015,2016,187,11948000,171,12016000,16,-68000,DeKalb County,DeKalb County-New York County-NY
239,DeKalb County-Bibb County-GA-1516,"Bibb County, GA",1516,2015,2016,207,4691000,111,3308000,96,1383000,DeKalb County,DeKalb County-Bibb County-GA
240,DeKalb County-Muscogee County-GA-1516,"Muscogee County, GA",1516,2015,2016,212,4578000,153,2450000,59,2128000,DeKalb County,DeKalb County-Muscogee County-GA
241,DeKalb County-Davidson County-TN-1516,"Davidson County, TN",1516,2015,2016,192,6305000,187,11840000,5,-5535000,DeKalb County,DeKalb County-Davidson County-TN
242,DeKalb County-Wake County-NC-1516,"Wake County, NC",1516,2015,2016,222,6445000,157,5725000,65,720000,DeKalb County,DeKalb County-Wake County-NC
243,DeKalb County-Richmond County-GA-1516,"Richmond County, GA",1516,2015,2016,202,4187000,142,2471000,60,1716000,DeKalb County,DeKalb County-Richmond County-GA
244,DeKalb County-Dallas County-TX-1516,"Dallas County, TX",1516,2015,2016,203,6973000,275,10499000,-72,-3526000,DeKalb County,DeKalb County-Dallas County-TX
245,DeKalb County-Palm Beach County-FL-1516,"Palm Beach County, FL",1516,2015,2016,176,4228000,154,6491000,22,-2263000,DeKalb County,DeKalb County-Palm Beach County-FL
246,DeKalb County-Walton County-GA-1516,"Walton County, GA",1516,2015,2016,174,4424000,247,4883000,-73,-459000,DeKalb County,DeKalb County-Walton County-GA
247,DeKalb County-Bronx County-NY-1516,"Bronx County, NY",1516,2015,2016,199,3419000,89,1034000,110,2385000,DeKalb County,DeKalb County-Bronx County-NY
248,DeKalb County-Coweta County-GA-1516,"Coweta County, GA",1516,2015,2016,161,5043000,236,6396000,-75,-1353000,DeKalb County,DeKalb County-Coweta County-GA
249,DeKalb County-Cuyahoga County-OH-1516,"Cuyahoga County, OH",1516,2015,2016,171,4546000,87,5394000,84,-848000,DeKalb County,DeKalb County-Cuyahoga County-OH
250,DeKalb County-Richland County-SC-1516,"Richland County, SC",1516,2015,2016,164,3321000,80,2323000,84,998000,DeKalb County,DeKalb County-Richland County-SC
251,DeKalb County-Philadelphia County-PA-1516,"Philadelphia County, PA",1516,2015,2016,158,4083000,159,4220000,-1,-137000,DeKalb County,DeKalb County-Philadelphia County-PA
252,DeKalb County-Prince George's County-MD-1516,"Prince George's County, MD",1516,2015,2016,170,2757000,94,1796000,76,961000,DeKalb County,DeKalb County-Prince George's County-MD
253,DeKalb County-District of Columbia-DC-1516,"District of Columbia, DC",1516,2015,2016,136,5635000,148,6107000,-12,-472000,DeKalb County,DeKalb County-District of Columbia-DC
254,DeKalb County-Wayne County-MI-1516,"Wayne County, MI",1516,2015,2016,183,2484000,132,2332000,51,152000,DeKalb County,DeKalb County-Wayne County-MI
255,DeKalb County-San Diego County-CA-1516,"San Diego County, CA",1516,2015,2016,139,5639000,168,5913000,-29,-274000,DeKalb County,DeKalb County-San Diego County-CA
256,DeKalb County-Montgomery County-MD-1516,"Montgomery County, MD",1516,2015,2016,158,7166000,154,4690000,4,2476000,DeKalb County,DeKalb County-Montgomery County-MD
257,DeKalb County-Franklin County-OH-1516,"Franklin County, OH",1516,2015,2016,138,4938000,235,3215000,-97,1723000,DeKalb County,DeKalb County-Franklin County-OH
258,DeKalb County-Maricopa County-AZ-1516,"Maricopa County, AZ",1516,2015,2016,174,5106000,182,5575000,-8,-469000,DeKalb County,DeKalb County-Maricopa County-AZ
259,DeKalb County-Leon County-FL-1516,"Leon County, FL",1516,2015,2016,120,2410000,62,1486000,58,924000,DeKalb County,DeKalb County-Leon County-FL
260,DeKalb County-Greenville County-SC-1516,"Greenville County, SC",1516,2015,2016,125,3646000,121,4963000,4,-1317000,DeKalb County,DeKalb County-Greenville County-SC
261,DeKalb County-Paulding County-GA-1516,"Paulding County, GA",1516,2015,2016,119,3587000,153,4201000,-34,-614000,DeKalb County,DeKalb County-Paulding County-GA
262,DeKalb County-Orleans Parish-LA-1516,"Orleans Parish, LA",1516,2015,2016,130,4268000,109,1937000,21,2331000,DeKalb County,DeKalb County-Orleans Parish-LA
263,DeKalb County-Essex County-NJ-1516,"Essex County, NJ",1516,2015,2016,137,2949000,50,803000,87,2146000,DeKalb County,DeKalb County-Essex County-NJ
264,DeKalb County-Allegheny County-PA-1516,"Allegheny County, PA",1516,2015,2016,119,3468000,92,2292000,27,1176000,DeKalb County,DeKalb County-Allegheny County-PA
265,DeKalb County-Houston County-GA-1516,"Houston County, GA",1516,2015,2016,112,2277000,94,1528000,18,749000,DeKalb County,DeKalb County-Houston County-GA
266,DeKalb County-Middlesex County-MA-1516,"Middlesex County, MA",1516,2015,2016,117,6165000,92,5705000,25,460000,DeKalb County,DeKalb County-Middlesex County-MA
267,DeKalb County-King County-WA-1516,"King County, WA",1516,2015,2016,123,4540000,253,12082000,-130,-7542000,DeKalb County,DeKalb County-King County-WA
268,DeKalb County-Montgomery County-AL-1516,"Montgomery County, AL",1516,2015,2016,113,2142000,58,1297000,55,845000,DeKalb County,DeKalb County-Montgomery County-AL
269,DeKalb County-Guilford County-NC-1516,"Guilford County, NC",1516,2015,2016,102,2296000,49,1204000,53,1092000,DeKalb County,DeKalb County-Guilford County-NC
270,DeKalb County-Durham County-NC-1516,"Durham County, NC",1516,2015,2016,105,3733000,90,2178000,15,1555000,DeKalb County,DeKalb County-Durham County-NC
271,DeKalb County-Carroll County-GA-1516,"Carroll County, GA",1516,2015,2016,110,2255000,88,1649000,22,606000,DeKalb County,DeKalb County-Carroll County-GA
272,DeKalb County-Hamilton County-OH-1516,"Hamilton County, OH",1516,2015,2016,148,5154000,109,3229000,39,1925000,DeKalb County,DeKalb County-Hamilton County-OH
273,DeKalb County-Milwaukee County-WI-1516,"Milwaukee County, WI",1516,2015,2016,139,3211000,67,1612000,72,1599000,DeKalb County,DeKalb County-Milwaukee County-WI
274,DeKalb County-Charleston County-SC-1516,"Charleston County, SC",1516,2015,2016,105,3732000,134,5076000,-29,-1344000,DeKalb County,DeKalb County-Charleston County-SC
275,DeKalb County-Dougherty County-GA-1516,"Dougherty County, GA",1516,2015,2016,119,1789000,66,663000,53,1126000,DeKalb County,DeKalb County-Dougherty County-GA
276,DeKalb County-Hennepin County-MN-1516,"Hennepin County, MN",1516,2015,2016,106,4240000,81,2363000,25,1877000,DeKalb County,DeKalb County-Hennepin County-MN
277,DeKalb County-Pinellas County-FL-1516,"Pinellas County, FL",1516,2015,2016,100,2608000,125,5928000,-25,-3320000,DeKalb County,DeKalb County-Pinellas County-FL
278,DeKalb County-Baltimore city-MD-1516,"Baltimore city, MD",1516,2015,2016,124,4871000,69,2690000,55,2181000,DeKalb County,DeKalb County-Baltimore city-MD
279,DeKalb County-Fairfax County-VA-1516,"Fairfax County, VA",1516,2015,2016,103,4554000,119,5757000,-16,-1203000,DeKalb County,DeKalb County-Fairfax County-VA
280,DeKalb County-Marion County-IN-1516,"Marion County, IN",1516,2015,2016,104,1893000,95,1360000,9,533000,DeKalb County,DeKalb County-Marion County-IN
281,DeKalb County-Suffolk County-MA-1516,"Suffolk County, MA",1516,2015,2016,94,3099000,67,2597000,27,502000,DeKalb County,DeKalb County-Suffolk County-MA
282,DeKalb County-Knox County-TN-1516,"Knox County, TN",1516,2015,2016,87,2084000,63,2347000,24,-263000,DeKalb County,DeKalb County-Knox County-TN
283,DeKalb County-San Francisco County-CA-1516,"San Francisco County, CA",1516,2015,2016,79,6201000,78,4832000,1,1369000,DeKalb County,DeKalb County-San Francisco County-CA
284,DeKalb County-Fairfield County-CT-1516,"Fairfield County, CT",1516,2015,2016,84,5037000,46,1403000,38,3634000,DeKalb County,DeKalb County-Fairfield County-CT
285,DeKalb County-Clark County-NV-1516,"Clark County, NV",1516,2015,2016,96,2133000,103,2698000,-7,-565000,DeKalb County,DeKalb County-Clark County-NV
286,DeKalb County-Alachua County-FL-1516,"Alachua County, FL",1516,2015,2016,85,2217000,44,1733000,41,484000,DeKalb County,DeKalb County-Alachua County-FL
287,DeKalb County-East Baton Rouge Parish-LA-1516,"East Baton Rouge Parish, LA",1516,2015,2016,100,1221000,114,2418000,-14,-1197000,DeKalb County,DeKalb County-East Baton Rouge Parish-LA
288,DeKalb County-Mobile County-AL-1516,"Mobile County, AL",1516,2015,2016,87,1592000,67,1089000,20,503000,DeKalb County,DeKalb County-Mobile County-AL
289,DeKalb County-Lowndes County-GA-1516,"Lowndes County, GA",1516,2015,2016,77,1076000,42,716000,35,360000,DeKalb County,DeKalb County-Lowndes County-GA
290,DeKalb County-Jefferson County-KY-1516,"Jefferson County, KY",1516,2015,2016,107,2586000,81,2252000,26,334000,DeKalb County,DeKalb County-Jefferson County-KY
